"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","EDUTRY","55_64","PC_AGE","A","2016",13.909225,
"SVK","EDUTRY","55_64","PC_AGE","A","2017",15.743619,
"BRA","EDUTRY","55_64","PC_AGE","A","2007",8.2109575,
"BRA","EDUTRY","55_64","PC_AGE","A","2008",9.1473169,
"BRA","EDUTRY","55_64","PC_AGE","A","2009",8.9247875,
"BRA","EDUTRY","55_64","PC_AGE","A","2011",9.4752359,
"BRA","EDUTRY","55_64","PC_AGE","A","2012",10.18331,
"BRA","EDUTRY","55_64","PC_AGE","A","2013",10.721239,
"BRA","EDUTRY","55_64","PC_AGE","A","2014",11.153675,
"BRA","EDUTRY","55_64","PC_AGE","A","2015",11.50403,
"ISR","EDUTRY","55_64","PC_AGE","A","2002",41.807297,
"ISR","EDUTRY","55_64","PC_AGE","A","2003",43.141945,
"ISR","EDUTRY","55_64","PC_AGE","A","2005",42.467461,
"ISR","EDUTRY","55_64","PC_AGE","A","2007",43.477528,
"ISR","EDUTRY","55_64","PC_AGE","A","2008",44.147209,
"ISR","EDUTRY","55_64","PC_AGE","A","2009",45.017868,
"ISR","EDUTRY","55_64","PC_AGE","A","2010",44.575302,
"ISR","EDUTRY","55_64","PC_AGE","A","2011",45.329151,
"ISR","EDUTRY","55_64","PC_AGE","A","2012",46.521183,
"ISR","EDUTRY","55_64","PC_AGE","A","2013",46.746094,
"ISR","EDUTRY","55_64","PC_AGE","A","2014",47.39373,
"ISR","EDUTRY","55_64","PC_AGE","A","2015",47.231915,
"ISR","EDUTRY","55_64","PC_AGE","A","2016",47.615772,
"ISR","EDUTRY","55_64","PC_AGE","A","2017",48.143841,
"OAVG","EDUTRY","25_34","PC_AGE","A","1998",23.78632,
"OAVG","EDUTRY","25_34","PC_AGE","A","1999",24.223848,
"OAVG","EDUTRY","25_34","PC_AGE","A","2000",26.381342,
"OAVG","EDUTRY","25_34","PC_AGE","A","2001",26.797197,
"OAVG","EDUTRY","25_34","PC_AGE","A","2002",28.043904,
"OAVG","EDUTRY","25_34","PC_AGE","A","2003",29.852849,
"OAVG","EDUTRY","25_34","PC_AGE","A","2004",30.728756,
"OAVG","EDUTRY","25_34","PC_AGE","A","2005",32.409997,
"OAVG","EDUTRY","25_34","PC_AGE","A","2006",33.13552,
"OAVG","EDUTRY","25_34","PC_AGE","A","2007",34.189132,
"OAVG","EDUTRY","25_34","PC_AGE","A","2008",35.465438,
"OAVG","EDUTRY","25_34","PC_AGE","A","2009",36.472288,
"OAVG","EDUTRY","25_34","PC_AGE","A","2010",37.749624,
"OAVG","EDUTRY","25_34","PC_AGE","A","2011",38.294104,
"OAVG","EDUTRY","25_34","PC_AGE","A","2012",39.992246,
"OAVG","EDUTRY","25_34","PC_AGE","A","2013",40.574941,
"OAVG","EDUTRY","25_34","PC_AGE","A","2014",41.860911,
"OAVG","EDUTRY","25_34","PC_AGE","A","2015",42.162032,
"OAVG","EDUTRY","25_34","PC_AGE","A","2016",43.405482,
"OAVG","EDUTRY","25_34","PC_AGE","A","2017",44.470336,
"LVA","EDUTRY","25_34","PC_AGE","A","1996",16.065655,
"LVA","EDUTRY","25_34","PC_AGE","A","1997",15.154152,
"LVA","EDUTRY","25_34","PC_AGE","A","1998",16.883196,
"LVA","EDUTRY","25_34","PC_AGE","A","1999",16.481644,
"LVA","EDUTRY","25_34","PC_AGE","A","2000",17.292057,
"LVA","EDUTRY","25_34","PC_AGE","A","2001",16.561207,
"LVA","EDUTRY","25_34","PC_AGE","A","2002",17.257517,
"LVA","EDUTRY","25_34","PC_AGE","A","2003",18.489712,
"LVA","EDUTRY","25_34","PC_AGE","A","2004",19.741457,
"LVA","EDUTRY","25_34","PC_AGE","A","2005",21.733368,
"LVA","EDUTRY","25_34","PC_AGE","A","2006",23.018604,
"LVA","EDUTRY","25_34","PC_AGE","A","2007",25.688435,
"LVA","EDUTRY","25_34","PC_AGE","A","2008",28.819571,
"LVA","EDUTRY","25_34","PC_AGE","A","2009",31.628628,
"LVA","EDUTRY","25_34","PC_AGE","A","2010",34.697613,
"LVA","EDUTRY","25_34","PC_AGE","A","2011",35.106369,
"LVA","EDUTRY","25_34","PC_AGE","A","2012",38.724171,
"LVA","EDUTRY","25_34","PC_AGE","A","2013",40.700375,
"LVA","EDUTRY","25_34","PC_AGE","A","2014",39.436726,
"LVA","EDUTRY","25_34","PC_AGE","A","2015",39.870365,
"LVA","EDUTRY","25_34","PC_AGE","A","2016",42.097309,
"LVA","EDUTRY","25_34","PC_AGE","A","2017",41.608852,
"COL","EDUTRY","25_34","PC_AGE","A","2014",27.735731,
"COL","EDUTRY","25_34","PC_AGE","A","2015",27.445988,
"COL","EDUTRY","25_34","PC_AGE","A","2016",28.074512,
"COL","EDUTRY","25_34","PC_AGE","A","2017",28.106581,
"ARG","EDUTRY","55_64","PC_AGE","A","2017",21.526861,
"COL","EDUTRY","55_64","PC_AGE","A","2014",16.064072,
"COL","EDUTRY","55_64","PC_AGE","A","2015",14.777367,
"COL","EDUTRY","55_64","PC_AGE","A","2016",14.840204,
"COL","EDUTRY","55_64","PC_AGE","A","2017",14.654618,
"IND","EDUTRY","55_64","PC_AGE","A","2011",6.8994546,
"IDN","EDUTRY","55_64","PC_AGE","A","2004",4.257473,
"IDN","EDUTRY","55_64","PC_AGE","A","2005",2.7216642,
"IDN","EDUTRY","55_64","PC_AGE","A","2006",2.7391353,
"IDN","EDUTRY","55_64","PC_AGE","A","2007",3.5469384,
"IDN","EDUTRY","55_64","PC_AGE","A","2008",3.170661,
"IDN","EDUTRY","55_64","PC_AGE","A","2009",4.1592183,
"IDN","EDUTRY","55_64","PC_AGE","A","2010",4.3940816,
"IDN","EDUTRY","55_64","PC_AGE","A","2011",4.4167275,
"IDN","EDUTRY","55_64","PC_AGE","A","2012",4.7196341,
"IDN","EDUTRY","55_64","PC_AGE","A","2013",5.1742096,
"IDN","EDUTRY","55_64","PC_AGE","A","2014",5.2213736,
"IDN","EDUTRY","55_64","PC_AGE","A","2015",6.2710562,
"IDN","EDUTRY","55_64","PC_AGE","A","2016",6.7332129,
"IDN","EDUTRY","55_64","PC_AGE","A","2017",7.2144108,
"LVA","EDUTRY","55_64","PC_AGE","A","1996",14.14694,
"LVA","EDUTRY","55_64","PC_AGE","A","1997",12.885471,
"LVA","EDUTRY","55_64","PC_AGE","A","1998",13.047331,
"LVA","EDUTRY","55_64","PC_AGE","A","1999",13.946254,
"LVA","EDUTRY","55_64","PC_AGE","A","2000",15.157318,
"LVA","EDUTRY","55_64","PC_AGE","A","2001",15.454865,
"LVA","EDUTRY","55_64","PC_AGE","A","2002",17.130205,
"LVA","EDUTRY","55_64","PC_AGE","A","2003",17.199505,
"LVA","EDUTRY","55_64","PC_AGE","A","2004",18.589916,
"LVA","EDUTRY","55_64","PC_AGE","A","2005",19.334545,
"LVA","EDUTRY","55_64","PC_AGE","A","2006",17.76734,
"LVA","EDUTRY","55_64","PC_AGE","A","2007",17.824389,
"LVA","EDUTRY","55_64","PC_AGE","A","2008",21.382633,
"LVA","EDUTRY","55_64","PC_AGE","A","2009",21.799067,
"LVA","EDUTRY","55_64","PC_AGE","A","2010",22.00695,
"LVA","EDUTRY","55_64","PC_AGE","A","2011",20.68063,
"LVA","EDUTRY","55_64","PC_AGE","A","2012",22.048847,
"LVA","EDUTRY","55_64","PC_AGE","A","2013",24.828592,
"LVA","EDUTRY","55_64","PC_AGE","A","2014",23.0198,
"LVA","EDUTRY","55_64","PC_AGE","A","2015",24.735071,
"LVA","EDUTRY","55_64","PC_AGE","A","2016",26.995855,
"LVA","EDUTRY","55_64","PC_AGE","A","2017",27.114574,
"LTU","EDUTRY","25_34","PC_AGE","A","2000",39.739216,
"LTU","EDUTRY","25_34","PC_AGE","A","2005",36.882675,
"LTU","EDUTRY","25_34","PC_AGE","A","2006",38.863228,
"LTU","EDUTRY","25_34","PC_AGE","A","2007",38.886436,
"LTU","EDUTRY","25_34","PC_AGE","A","2008",41.594246,
"LTU","EDUTRY","25_34","PC_AGE","A","2009",43.724075,
"LTU","EDUTRY","25_34","PC_AGE","A","2010",46.317448,
"LTU","EDUTRY","25_34","PC_AGE","A","2011",48.213768,
"LTU","EDUTRY","25_34","PC_AGE","A","2012",48.577328,
"LTU","EDUTRY","25_34","PC_AGE","A","2013",50.487457,
"LTU","EDUTRY","25_34","PC_AGE","A","2014",52.552208,
"LTU","EDUTRY","25_34","PC_AGE","A","2015",54.769646,
"LTU","EDUTRY","25_34","PC_AGE","A","2016",54.926018,
"LTU","EDUTRY","25_34","PC_AGE","A","2017",55.625957,
"LTU","EDUTRY","55_64","PC_AGE","A","2000",33.553852,
"LTU","EDUTRY","55_64","PC_AGE","A","2005",19.10815,
"LTU","EDUTRY","55_64","PC_AGE","A","2006",18.580326,
"LTU","EDUTRY","55_64","PC_AGE","A","2007",21.020296,
"LTU","EDUTRY","55_64","PC_AGE","A","2008",22.834255,
"LTU","EDUTRY","55_64","PC_AGE","A","2009",22.481855,
"LTU","EDUTRY","55_64","PC_AGE","A","2010",23.084454,
"LTU","EDUTRY","55_64","PC_AGE","A","2011",24.281687,
"LTU","EDUTRY","55_64","PC_AGE","A","2012",25.222584,
"LTU","EDUTRY","55_64","PC_AGE","A","2013",25.882751,
"LTU","EDUTRY","55_64","PC_AGE","A","2014",27.637457,
"LTU","EDUTRY","55_64","PC_AGE","A","2015",29.536377,
"LTU","EDUTRY","55_64","PC_AGE","A","2016",30.686686,
"LTU","EDUTRY","55_64","PC_AGE","A","2017",29.454435,
"SAU","EDUTRY","55_64","PC_AGE","A","2014",15.455496,
"ZAF","EDUTRY","55_64","PC_AGE","A","2008",6.3606987,
"ZAF","EDUTRY","55_64","PC_AGE","A","2009",6.4130363,
"ZAF","EDUTRY","55_64","PC_AGE","A","2010",6.4589701,
"ZAF","EDUTRY","55_64","PC_AGE","A","2011",7.6893759,
"ZAF","EDUTRY","55_64","PC_AGE","A","2012",6.9753809,
"ZAF","EDUTRY","55_64","PC_AGE","A","2013",6.9919372,
"ZAF","EDUTRY","55_64","PC_AGE","A","2014",7.260035,
"ZAF","EDUTRY","55_64","PC_AGE","A","2015",8.02139,
"ZAF","EDUTRY","55_64","PC_AGE","A","2016",8.8867502,
"ZAF","EDUTRY","55_64","PC_AGE","A","2017",8.7931376,
"CRI","EDUTRY","25_34","PC_AGE","A","1987",11.805403,
"CRI","EDUTRY","25_34","PC_AGE","A","1988",12.784613,
"CRI","EDUTRY","25_34","PC_AGE","A","1989",14.228307,
"CRI","EDUTRY","25_34","PC_AGE","A","1990",13.65905,
"CRI","EDUTRY","25_34","PC_AGE","A","1991",11.713379,
"CRI","EDUTRY","25_34","PC_AGE","A","1992",13.016918,
"CRI","EDUTRY","25_34","PC_AGE","A","1993",14.776011,
"CRI","EDUTRY","25_34","PC_AGE","A","1994",15.368069,
"CRI","EDUTRY","25_34","PC_AGE","A","1995",15.571484,
"CRI","EDUTRY","25_34","PC_AGE","A","1996",14.322502,
"CRI","EDUTRY","25_34","PC_AGE","A","1997",15.969932,
"CRI","EDUTRY","25_34","PC_AGE","A","1998",18.158443,
"CRI","EDUTRY","25_34","PC_AGE","A","1999",18.984701,
"CRI","EDUTRY","25_34","PC_AGE","A","2000",17.537357,
"CRI","EDUTRY","25_34","PC_AGE","A","2001",19.135366,
"CRI","EDUTRY","25_34","PC_AGE","A","2002",21.247219,
"CRI","EDUTRY","25_34","PC_AGE","A","2003",21.351034,
"CRI","EDUTRY","25_34","PC_AGE","A","2004",23.304853,
"CRI","EDUTRY","25_34","PC_AGE","A","2005",24.05043,
"CRI","EDUTRY","25_34","PC_AGE","A","2006",24.181473,
"CRI","EDUTRY","25_34","PC_AGE","A","2007",25.451525,
"CRI","EDUTRY","25_34","PC_AGE","A","2008",25.61059,
"CRI","EDUTRY","25_34","PC_AGE","A","2009",29.029856,
"CRI","EDUTRY","25_34","PC_AGE","A","2010",26.131706,
"CRI","EDUTRY","25_34","PC_AGE","A","2011",25.650885,
"CRI","EDUTRY","25_34","PC_AGE","A","2012",28.863514,
"CRI","EDUTRY","25_34","PC_AGE","A","2013",28.275383,
"CRI","EDUTRY","25_34","PC_AGE","A","2014",28.704456,
"CRI","EDUTRY","25_34","PC_AGE","A","2015",28.331566,
"CRI","EDUTRY","25_34","PC_AGE","A","2016",28.922903,
"CRI","EDUTRY","25_34","PC_AGE","A","2017",28.004108,
"CRI","EDUTRY","55_64","PC_AGE","A","1987",4.2320623,
"CRI","EDUTRY","55_64","PC_AGE","A","1988",5.2582932,
"CRI","EDUTRY","55_64","PC_AGE","A","1989",5.4039202,
"CRI","EDUTRY","55_64","PC_AGE","A","1990",5.7034144,
"CRI","EDUTRY","55_64","PC_AGE","A","1991",5.0872273,
"CRI","EDUTRY","55_64","PC_AGE","A","1992",6.6619048,
"CRI","EDUTRY","55_64","PC_AGE","A","1993",6.7861753,
"CRI","EDUTRY","55_64","PC_AGE","A","1994",7.6632152,
"CRI","EDUTRY","55_64","PC_AGE","A","1995",8.7802496,
"CRI","EDUTRY","55_64","PC_AGE","A","1996",8.9796467,
"CRI","EDUTRY","55_64","PC_AGE","A","1997",10.162616,
"CRI","EDUTRY","55_64","PC_AGE","A","1998",13.866374,
"CRI","EDUTRY","55_64","PC_AGE","A","1999",10.48661,
"CRI","EDUTRY","55_64","PC_AGE","A","2000",10.679012,
"CRI","EDUTRY","55_64","PC_AGE","A","2001",12.772071,
"CRI","EDUTRY","55_64","PC_AGE","A","2002",11.841963,
"CRI","EDUTRY","55_64","PC_AGE","A","2003",12.709945,
"CRI","EDUTRY","55_64","PC_AGE","A","2004",14.542072,
"CRI","EDUTRY","55_64","PC_AGE","A","2005",14.475554,
"CRI","EDUTRY","55_64","PC_AGE","A","2006",14.083977,
"CRI","EDUTRY","55_64","PC_AGE","A","2007",17.810022,
"CRI","EDUTRY","55_64","PC_AGE","A","2008",20.068699,
"CRI","EDUTRY","55_64","PC_AGE","A","2009",20.493906,
"CRI","EDUTRY","55_64","PC_AGE","A","2010",17.624453,
"CRI","EDUTRY","55_64","PC_AGE","A","2011",20.239185,
"CRI","EDUTRY","55_64","PC_AGE","A","2012",23.4566,
"CRI","EDUTRY","55_64","PC_AGE","A","2013",20.306833,
"CRI","EDUTRY","55_64","PC_AGE","A","2014",20.68379,
"CRI","EDUTRY","55_64","PC_AGE","A","2015",20.201075,
"CRI","EDUTRY","55_64","PC_AGE","A","2016",21.284702,
"CRI","EDUTRY","55_64","PC_AGE","A","2017",19.075848,
"OAVG","EDUTRY","55_64","PC_AGE","A","1998",13.405682,
"OAVG","EDUTRY","55_64","PC_AGE","A","1999",13.88713,
"OAVG","EDUTRY","55_64","PC_AGE","A","2000",15.464111,
"OAVG","EDUTRY","55_64","PC_AGE","A","2001",15.374371,
"OAVG","EDUTRY","55_64","PC_AGE","A","2002",17.138421,
"OAVG","EDUTRY","55_64","PC_AGE","A","2003",18.122556,
"OAVG","EDUTRY","55_64","PC_AGE","A","2004",18.202141,
"OAVG","EDUTRY","55_64","PC_AGE","A","2005",19.655409,
"OAVG","EDUTRY","55_64","PC_AGE","A","2006",19.49517,
"OAVG","EDUTRY","55_64","PC_AGE","A","2007",20.64545,
"OAVG","EDUTRY","55_64","PC_AGE","A","2008",21.58048,
"OAVG","EDUTRY","55_64","PC_AGE","A","2009",22.094653,
"OAVG","EDUTRY","55_64","PC_AGE","A","2010",22.733563,
"OAVG","EDUTRY","55_64","PC_AGE","A","2011",23.192975,
"OAVG","EDUTRY","55_64","PC_AGE","A","2012",24.222788,
"OAVG","EDUTRY","55_64","PC_AGE","A","2013",24.527999,
"OAVG","EDUTRY","55_64","PC_AGE","A","2014",25.63588,
"OAVG","EDUTRY","55_64","PC_AGE","A","2015",25.720195,
"OAVG","EDUTRY","55_64","PC_AGE","A","2016",26.66267,
"OAVG","EDUTRY","55_64","PC_AGE","A","2017",27.192514,
"G20","EDUTRY","25_34","PC_AGE","A","2010",34.376419,
"G20","EDUTRY","25_34","PC_AGE","A","2011",33.548061,
"G20","EDUTRY","55_64","PC_AGE","A","2010",21.28902,
"G20","EDUTRY","55_64","PC_AGE","A","2011",21.271624,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1989",25.722609,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1991",27.164982,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1993",22.105389,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1994",22.641371,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1995",24.087343,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1997",23.233767,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1998",24.584808,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","1999",26.114283,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2000",27.679836,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2001",29.144257,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2002",32.160786,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2003",31.915745,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2004",31.532303,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2005",33.696674,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2006",34.214661,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2007",35.10437,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2008",36.524601,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2009",38.053814,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2010",39.06432,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2011",38.280037,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2012",41.814957,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2013",38.683174,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2014",42.539894,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2015",42.491768,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2016",43.936462,
"AUS","EDUTRY","25_34_MEN","PC_AGE","A","2017",44.612118,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1989",42.539871,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1991",44.242645,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1993",23.567144,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1994",24.591352,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1995",25.293943,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1997",28.133078,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1998",31.646688,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","1999",31.79073,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2000",35.04039,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2001",37.847187,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2002",39.413074,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2003",40.677322,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2004",40.698879,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2005",42.421539,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2006",43.335335,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2007",46.380085,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2008",47.540054,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2009",51.512695,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2010",49.719944,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2011",50.975502,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2012",52.678516,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2013",52.867374,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2014",53.658829,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2015",54.411419,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2016",54.610218,
"AUS","EDUTRY","25_34_WOMEN","PC_AGE","A","2017",59.257164,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1989",18.932106,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1991",18.748789,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1993",15.650293,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1994",17.441225,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1995",20.353611,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1997",18.339453,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1998",17.47291,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","1999",19.10453,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2000",20.734869,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2001",21.644144,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2002",23.665232,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2003",25.302439,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2004",23.812838,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2005",25.924547,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2006",27.751415,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2007",27.652691,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2008",28.979591,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2009",29.744638,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2010",29.299637,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2011",29.364017,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2012",32.083755,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2013",28.414419,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2014",33.133621,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2015",32.19788,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2016",32.843246,
"AUS","EDUTRY","55_64_MEN","PC_AGE","A","2017",32.669834,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1989",21.971397,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1991",20.296888,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1993",11.247698,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1994",12.017295,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1995",13.998297,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1997",15.784722,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1998",16.508213,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","1999",15.92846,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2000",17.423054,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2001",20.569113,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2002",21.259365,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2003",21.265041,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2004",22.153595,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2005",21.766665,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2006",24.787933,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2007",25.478664,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2008",28.354141,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2009",28.859293,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2010",29.955011,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2011",31.126968,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2012",33.960545,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2013",31.778904,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2014",33.815941,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2015",35.614998,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2016",37.029701,
"AUS","EDUTRY","55_64_WOMEN","PC_AGE","A","2017",34.96629,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2004",30.792543,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2005",30.185928,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2006",30.802841,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2007",29.942541,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2008",31.046232,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2009",31.129837,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2010",31.161434,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2011",32.401646,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2012",33.650711,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2013",35.492935,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2014",35.769814,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2015",35.828575,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2016",36.188965,
"AUT","EDUTRY","25_34_MEN","PC_AGE","A","2017",36.395073,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2004",30.157221,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2005",30.954826,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2006",32.232265,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2007",32.186211,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2008",34.30983,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2009",35.684631,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2010",36.56282,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2011",37.213646,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2012",38.607826,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2013",41.851719,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2014",41.05769,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2015",41.465881,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2016",43.239613,
"AUT","EDUTRY","25_34_WOMEN","PC_AGE","A","2017",44.354355,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2004",26.671638,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2005",24.721916,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2006",24.226572,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2007",23.217485,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2008",24.579924,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2009",25.626368,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2010",26.053537,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2011",24.921858,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2012",26.148855,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2013",25.896025,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2014",26.746525,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2015",26.720638,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2016",26.715446,
"AUT","EDUTRY","55_64_MEN","PC_AGE","A","2017",27.580761,
"AUT","EDUTRY","55_64_WOMEN","PC_AGE","A","2004",10.947259,
"AUT","EDUTRY","55_64_WOMEN","PC_AGE","A","2005",11.142048,
"AUT","EDUTRY","55_64_WOMEN","PC_AGE","A","2006",11.436618,
